,date,Temp,Class
116,2023-04-27,42.56416320800781,Severe Heatwave
117,2023-04-28,42.6886100769043,Severe Heatwave
118,2023-04-29,42.66587829589844,Severe Heatwave
119,2023-04-30,42.75872802734375,Severe Heatwave
120,2023-05-01,42.92789840698242,Severe Heatwave
121,2023-05-02,42.96322250366211,Severe Heatwave
122,2023-05-03,43.19438171386719,Severe Heatwave
123,2023-05-04,43.170230865478516,Severe Heatwave
124,2023-05-05,43.273338317871094,Severe Heatwave
125,2023-05-06,43.22685241699219,Severe Heatwave
126,2023-05-07,43.29345703125,Severe Heatwave
127,2023-05-08,43.43379592895508,Severe Heatwave
128,2023-05-09,43.437652587890625,Severe Heatwave
129,2023-05-10,43.63465118408203,Severe Heatwave
130,2023-05-11,43.5736083984375,Severe Heatwave
131,2023-05-12,43.637062072753906,Severe Heatwave
132,2023-05-13,43.54814910888672,Severe Heatwave
133,2023-05-14,43.56956100463867,Severe Heatwave
134,2023-05-15,43.661956787109375,Severe Heatwave
135,2023-05-16,43.61517333984375,Severe Heatwave
136,2023-05-17,43.758872985839844,Severe Heatwave
137,2023-05-18,43.64196014404297,Severe Heatwave
138,2023-05-19,43.647071838378906,Severe Heatwave
139,2023-05-20,43.49745178222656,Severe Heatwave
140,2023-05-21,43.45592498779297,Severe Heatwave
141,2023-05-22,43.48332977294922,Severe Heatwave
142,2023-05-23,43.36964416503906,Severe Heatwave
143,2023-05-24,43.44474792480469,Severe Heatwave
144,2023-05-25,43.25775146484375,Severe Heatwave
145,2023-05-26,43.1915168762207,Severe Heatwave
146,2023-05-27,42.96954345703125,Severe Heatwave
147,2023-05-28,42.85491180419922,Severe Heatwave
148,2023-05-29,42.80873107910156,Severe Heatwave
149,2023-05-30,42.62127685546875,Severe Heatwave
150,2023-05-31,42.62272644042969,Severe Heatwave
151,2023-06-01,42.36250305175781,Severe Heatwave
152,2023-06-02,42.223777770996094,Severe Heatwave
153,2023-06-03,41.93037796020508,Severe Heatwave
154,2023-06-04,41.74570846557617,Heatwave
155,2023-06-05,41.631202697753906,Heatwave
156,2023-06-06,41.377471923828125,Heatwave
157,2023-06-07,41.31500244140625,Heatwave
158,2023-06-08,40.99354553222656,Heatwave
159,2023-06-09,40.796573638916016,Heatwave
160,2023-06-10,40.44821548461914,Heatwave
161,2023-06-11,40.212162017822266,Heatwave
162,2023-06-12,40.05012512207031,Heatwave
163,2023-06-13,39.75295639038086,No Heatwave
164,2023-06-14,39.65139389038086,No Heatwave
165,2023-06-15,39.29538345336914,No Heatwave
166,2023-06-16,39.068603515625,No Heatwave
167,2023-06-17,38.695343017578125,No Heatwave
168,2023-06-18,38.43943405151367,No Heatwave
169,2023-06-19,38.26270294189453,No Heatwave
170,2023-06-20,37.956085205078125,No Heatwave
171,2023-06-21,37.850364685058594,No Heatwave
172,2023-06-22,37.49552917480469,No Heatwave
173,2023-06-23,37.275238037109375,No Heatwave
174,2023-06-24,36.91374206542969,No Heatwave
175,2023-06-25,36.6748161315918,No Heatwave
176,2023-06-26,36.52017593383789,No Heatwave
177,2023-06-27,36.240631103515625,No Heatwave
178,2023-06-28,36.166812896728516,No Heatwave
179,2023-06-29,35.8485107421875,No Heatwave
180,2023-06-30,35.6691780090332,No Heatwave
181,2023-07-01,35.35282516479492,No Heatwave
182,2023-07-02,35.16295623779297,No Heatwave
183,2023-07-03,35.060997009277344,No Heatwave
184,2023-07-04,34.83746337890625,No Heatwave
185,2023-07-05,34.82264709472656,No Heatwave
186,2023-07-06,34.56599807739258,No Heatwave
187,2023-07-07,34.450618743896484,No Heatwave
188,2023-07-08,34.20015335083008,No Heatwave
189,2023-07-09,34.07772445678711,No Heatwave
190,2023-07-10,34.04438781738281,No Heatwave
191,2023-07-11,33.89026641845703,No Heatwave
192,2023-07-12,33.945281982421875,No Heatwave
193,2023-07-13,33.75849914550781,No Heatwave
194,2023-07-14,33.712650299072266,No Heatwave
195,2023-07-15,33.531005859375,No Heatwave
196,2023-07-16,33.476356506347656,No Heatwave
197,2023-07-17,33.5093994140625,No Heatwave
198,2023-07-18,33.419944763183594,No Heatwave
199,2023-07-19,33.53760528564453,No Heatwave
200,2023-07-20,33.41116714477539,No Heatwave
201,2023-07-21,33.423095703125,No Heatwave
202,2023-07-22,33.29643630981445,No Heatwave
203,2023-07-23,33.293758392333984,No Heatwave
204,2023-07-24,33.375587463378906,No Heatwave
205,2023-07-25,33.331573486328125,No Heatwave
206,2023-07-26,33.49120330810547,No Heatwave
207,2023-07-27,33.403175354003906,No Heatwave
208,2023-07-28,33.44988250732422,No Heatwave
209,2023-07-29,33.354339599609375,No Heatwave
210,2023-07-30,33.379112243652344,No Heatwave
211,2023-07-31,33.484745025634766,No Heatwave
212,2023-08-01,33.46094512939453,No Heatwave
213,2023-08-02,33.63728713989258,No Heatwave
214,2023-08-03,33.562564849853516,No Heatwave
215,2023-08-04,33.61931610107422,No Heatwave
216,2023-08-05,33.53070831298828,No Heatwave
217,2023-08-06,33.559478759765625,No Heatwave
218,2023-08-07,33.666378021240234,No Heatwave
219,2023-08-08,33.641326904296875,No Heatwave
220,2023-08-09,33.814125061035156,No Heatwave
221,2023-08-10,33.73381805419922,No Heatwave
222,2023-08-11,33.7831916809082,No Heatwave
223,2023-08-12,33.685672760009766,No Heatwave
224,2023-08-13,33.70426559448242,No Heatwave
225,2023-08-14,33.79999542236328,No Heatwave
226,2023-08-15,33.76304626464844,No Heatwave
227,2023-08-16,33.92348098754883,No Heatwave
228,2023-08-17,33.83060836791992,No Heatwave
229,2023-08-18,33.867462158203125,No Heatwave
230,2023-08-19,33.757713317871094,No Heatwave
231,2023-08-20,33.76460266113281,No Heatwave
232,2023-08-21,33.84935760498047,No Heatwave
233,2023-08-22,33.80236053466797,No Heatwave
234,2023-08-23,33.95386505126953,No Heatwave
235,2023-08-24,33.853336334228516,No Heatwave
236,2023-08-25,33.883941650390625,No Heatwave
237,2023-08-26,33.76947784423828,No Heatwave
238,2023-08-27,33.77326965332031,No Heatwave
239,2023-08-28,33.856624603271484,No Heatwave
240,2023-08-29,33.809967041015625,No Heatwave
241,2023-08-30,33.96357727050781,No Heatwave
242,2023-08-31,33.86690902709961,No Heatwave
243,2023-09-01,33.903114318847656,No Heatwave
244,2023-09-02,33.79593276977539,No Heatwave
245,2023-09-03,33.808624267578125,No Heatwave
246,2023-09-04,33.90239715576172,No Heatwave
247,2023-09-05,33.86757278442383,No Heatwave
248,2023-09-06,34.03429412841797,No Heatwave
249,2023-09-07,33.951866149902344,No Heatwave
250,2023-09-08,34.00328063964844,No Heatwave
251,2023-09-09,33.91210174560547,No Heatwave
252,2023-09-10,33.9413948059082,No Heatwave
253,2023-09-11,34.05218505859375,No Heatwave
254,2023-09-12,34.034576416015625,No Heatwave
255,2023-09-13,34.218505859375,No Heatwave
256,2023-09-14,34.15306854248047,No Heatwave
257,2023-09-15,34.221046447753906,No Heatwave
258,2023-09-16,34.14580154418945,No Heatwave
259,2023-09-17,34.190189361572266,No Heatwave
260,2023-09-18,34.315032958984375,No Heatwave
